status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
default,2,rent,36,31,married,no,fixed,45,102.0,0.0,0.0,350,750
ok,2,parents,60,31,married,no,fixed,35,175.0,,0.0,700,1350
ok,15,owner,60,30,married,no,fixed,60,140.0,4000.0,0.0,1500,1505
ok,14,owner,48,39,married,no,fixed,60,114.0,11800.0,0.0,1300,1926
ok,3,parents,18,21,single,no,fixed,35,176.0,8000.0,0.0,1200,2150
ok,1,parents,36,19,single,no,fixed,35,73.0,3000.0,0.0,1000,1200
default,5,owner,60,34,married,no,fixed,60,233.0,6000.0,2000.0,1980,2126
default,1,owner,48,39,married,yes,freelance,60,0.0,6000.0,0.0,1300,3626
default,10,owner,60,26,married,no,fixed,35,73.0,4000.0,2000.0,1700,1900
ok,3,owner,24,51,married,no,freelance,60,0.0,26000.0,300.0,3000,6900
ok,5,rent,48,31,single,yes,fixed,47,120.0,0.0,0.0,900,1492
ok,5,parents,48,23,single,no,fixed,35,82.0,0.0,0.0,1550,1630
ok,2,owner,60,23,single,no,fixed,45,75.0,7000.0,0.0,1070,1209
ok,35,owner,24,51,married,no,fixed,35,250.0,6000.0,0.0,450,1902
default,1,parents,36,24,single,yes,partime,35,50.0,0.0,0.0,1750,1850
ok,15,other,36,41,married,no,fixed,45,195.0,0.0,0.0,525,600
ok,3,owner,36,32,married,no,freelance,60,0.0,8000.0,12.0,1600,1600
ok,1,parents,24,21,single,no,partime,35,90.0,0.0,0.0,900,1307
ok,15,owner,48,37,married,yes,freelance,45,178.0,30000.0,9500.0,2400,3120
default,0,parents,48,30,single,yes,fixed,35,274.0,0.0,0.0,2000,2354
ok,15,owner,48,51,married,no,fixed,45,85.0,4000.0,0.0,600,1298
default,10,rent,24,39,single,yes,others,55,195.0,0.0,0.0,400,435
default,1,parents,36,23,single,no,partime,35,70.0,2000.0,0.0,1050,1410
default,1,owner,60,53,married,yes,freelance,35,0.0,30000.0,0.0,1900,2362
ok,16,parents,60,31,married,yes,fixed,35,150.0,0.0,0.0,1300,1400
ok,1,rent,36,27,married,yes,fixed,46,108.0,0.0,0.0,475,550
ok,0,owner,60,56,married,no,fixed,45,150.0,10000.0,0.0,1000,1798
ok,14,owner,48,40,married,no,fixed,75,335.0,8000.0,0.0,1800,2208
ok,4,rent,60,24,married,no,fixed,50,151.0,0.0,0.0,900,1155
ok,26,rent,36,61,married,no,fixed,56,109.0,0.0,0.0,400,425
default,2,other,60,22,married,yes,fixed,60,125.0,0.0,0.0,1100,1281
default,30,rent,48,55,married,yes,fixed,51,160.0,0.0,0.0,1100,1100
ok,11,parents,24,28,single,no,fixed,35,82.0,0.0,0.0,400,800
ok,25,rent,60,52,married,no,fixed,55,199.0,0.0,0.0,1250,1262
default,7,rent,60,32,married,no,fixed,46,111.0,0.0,0.0,1200,1373
ok,2,owner,48,44,married,yes,fixed,60,310.0,20000.0,600.0,1700,2700
default,2,rent,48,31,married,no,freelance,45,0.0,0.0,0.0,1300,1300
ok,11,parents,60,27,single,yes,fixed,35,57.0,0.0,0.0,600,1537
default,0,ignore,36,38,married,no,partime,60,95.0,0.0,0.0,1000,1647
ok,11,owner,60,34,single,no,fixed,35,103.0,4500.0,2000.0,1200,1410
ok,15,rent,48,40,married,no,fixed,57,120.0,0.0,0.0,1000,1500
ok,8,parents,36,26,single,no,fixed,35,65.0,0.0,0.0,500,1715
default,1,rent,36,44,married,yes,fixed,54,90.0,0.0,0.0,1500,2100
default,0,rent,48,46,married,no,partime,72,116.0,0.0,0.0,860,965
default,2,owner,60,32,married,no,partime,60,75.0,5500.0,1500.0,1400,1732
ok,9,owner,12,30,married,yes,freelance,60,93.0,6500.0,2235.0,500,1550
default,1,owner,24,49,married,yes,partime,35,90.0,7000.0,0.0,265,300
ok,2,parents,48,24,single,no,fixed,35,64.0,0.0,0.0,1500,1734
ok,3,parents,60,35,single,no,fixed,35,190.0,2500.0,0.0,1400,1561
ok,14,rent,60,30,married,no,fixed,55,95.0,0.0,0.0,850,1015
ok,3,owner,48,29,single,no,fixed,35,76.0,4000.0,1500.0,800,1500
default,0,owner,60,27,married,no,partime,35,74.0,5000.0,2500.0,1550,1555
ok,7,other,60,27,single,no,fixed,35,78.0,0.0,0.0,1500,1878
ok,0,rent,60,44,married,no,freelance,45,,6000.0,0.0,1600,1725
ok,16,owner,48,41,married,no,fixed,45,108.0,9000.0,0.0,1150,1235
ok,20,owner,60,47,married,no,fixed,90,212.0,11000.0,0.0,1150,1669
default,3,other,60,29,married,no,freelance,35,128.0,0.0,0.0,1100,1350
ok,23,other,60,43,married,no,fixed,60,155.0,0.0,0.0,1650,2270
ok,4,owner,12,54,married,no,fixed,75,83.0,3000.0,0.0,600,1468
ok,8,owner,60,34,married,no,fixed,45,100.0,3500.0,0.0,1300,1300
ok,15,rent,48,33,married,no,fixed,78,179.0,0.0,0.0,1150,1661
ok,8,owner,36,58,married,no,fixed,35,85.0,10000.0,0.0,1000,1510
default,1,other,60,33,single,no,partime,35,96.0,0.0,0.0,700,1640
ok,1,owner,48,59,married,no,others,35,33.0,6000.0,0.0,850,900
ok,0,owner,60,64,married,no,others,35,101.0,5000.0,0.0,820,1205
ok,5,owner,36,66,married,no,others,35,178.0,15000.0,0.0,330,837
ok,4,owner,60,35,married,no,fixed,35,85.0,5500.0,900.0,1500,1810
ok,10,parents,48,31,married,no,fixed,35,47.0,8000.0,0.0,1000,1389
ok,0,rent,48,23,single,no,fixed,44,88.0,0.0,0.0,1000,1529
default,5,rent,48,22,married,no,fixed,51,156.0,0.0,0.0,1500,1564
ok,1,parents,60,21,single,no,partime,35,45.0,0.0,0.0,400,904
ok,0,owner,36,25,married,no,fixed,45,121.0,3144.0,1751.0,225,375
ok,0,owner,60,27,married,no,fixed,35,295.0,6000.0,0.0,1950,2208
ok,16,owner,60,40,married,yes,fixed,75,120.0,5000.0,2000.0,400,1309
default,4,rent,60,38,married,no,fixed,79,188.0,3000.0,1500.0,1350,1624
ok,12,rent,36,31,married,yes,fixed,73,131.0,0.0,0.0,200,200
ok,31,owner,48,45,married,no,fixed,45,181.0,3500.0,270.0,900,1522
ok,6,parents,60,30,married,no,fixed,60,72.0,0.0,0.0,200,1083
ok,5,owner,36,39,married,no,fixed,60,150.0,10000.0,0.0,1350,1758
ok,14,parents,48,31,single,yes,fixed,35,100.0,0.0,0.0,800,1084
default,0,owner,60,59,married,no,others,35,131.0,12000.0,0.0,1150,1157
default,1,owner,60,27,married,yes,fixed,45,62.0,7000.0,4500.0,1650,2060
ok,1,owner,48,22,single,yes,partime,35,125.0,3000.0,0.0,600,1087
ok,5,parents,36,21,single,yes,fixed,35,62.0,0.0,0.0,250,375
ok,18,owner,12,58,widow,yes,fixed,75,158.0,6000.0,0.0,400,973
ok,3,owner,36,41,married,yes,fixed,45,270.0,25000.0,0.0,900,910
default,2,private,60,38,married,no,partime,60,150.0,4000.0,0.0,1000,1270
default,6,owner,36,32,married,yes,freelance,60,149.0,8000.0,3000.0,950,950
ok,7,owner,12,40,married,no,fixed,60,225.0,6000.0,0.0,400,1721
ok,3,owner,60,32,married,no,fixed,35,138.0,3500.0,0.0,1600,2131
ok,11,owner,24,41,married,no,fixed,60,100.0,15000.0,0.0,700,1480
ok,10,rent,36,31,married,no,fixed,90,153.0,0.0,0.0,175,675
ok,17,rent,12,46,married,no,fixed,59,141.0,0.0,0.0,200,600
ok,1,owner,48,46,married,no,fixed,90,170.0,14000.0,0.0,1000,1125
default,1,parents,36,22,single,no,partime,35,59.0,0.0,0.0,880,940
default,2,rent,36,28,married,no,partime,42,67.0,0.0,0.0,150,898
ok,2,private,48,31,married,no,fixed,45,65.0,3500.0,900.0,300,925
ok,2,parents,36,34,married,no,fixed,60,400.0,9800.0,0.0,900,1316
ok,20,owner,24,54,married,no,fixed,35,175.0,11500.0,0.0,500,1080
ok,18,owner,60,44,married,no,fixed,60,110.0,4000.0,500.0,1300,1725
ok,0,parents,60,30,married,no,fixed,60,128.0,0.0,0.0,900,975
ok,8,private,60,32,married,no,fixed,35,95.0,2500.0,480.0,950,1350
ok,1,parents,24,21,single,no,partime,45,114.0,2500.0,500.0,500,1154
ok,3,owner,60,29,married,no,fixed,45,130.0,3500.0,1690.0,1100,1127
default,2,rent,60,42,married,no,freelance,45,0.0,0.0,0.0,950,962
ok,4,parents,36,39,married,no,fixed,60,100.0,6000.0,0.0,800,1500
ok,5,owner,36,45,widow,no,others,35,142.0,6000.0,0.0,800,850
default,18,rent,48,53,separated,yes,freelance,51,164.0,0.0,0.0,1000,1295
ok,1,rent,60,28,married,no,fixed,60,150.0,0.0,0.0,1350,1419
ok,8,owner,24,47,single,yes,fixed,35,320.0,50000.0,2000.0,300,2300
default,8,rent,12,32,married,no,freelance,45,0.0,0.0,0.0,300,400
ok,12,owner,36,47,married,no,fixed,60,211.0,,0.0,1050,1521
ok,6,owner,48,51,married,no,freelance,35,105.0,4000.0,0.0,1350,1595
ok,4,owner,48,42,married,no,fixed,35,111.0,3500.0,0.0,1000,1683
default,7,rent,60,38,separated,yes,fixed,42,70.0,0.0,0.0,921,921
ok,6,private,48,35,married,no,fixed,45,125.0,3500.0,1125.0,700,1226
default,7,owner,60,38,married,yes,freelance,60,40.0,6000.0,0.0,1500,1610
default,2,parents,36,19,single,no,partime,35,45.0,0.0,0.0,600,790
default,2,owner,60,54,widow,yes,fixed,35,180.0,8000.0,0.0,1000,1130
default,2,rent,18,25,single,no,partime,44,85.0,0.0,0.0,320,425
ok,12,owner,60,34,married,no,fixed,35,187.0,6000.0,2000.0,500,1457
ok,1,rent,60,21,married,no,partime,45,100.0,17000.0,0.0,1050,1251
default,25,rent,36,55,married,no,freelance,35,0.0,3000.0,0.0,500,600
default,0,rent,60,21,married,no,freelance,35,0.0,16000.0,0.0,1000,1000
default,5,owner,36,43,married,no,others,75,192.0,15000.0,0.0,1500,2448
default,5,other,60,53,married,no,freelance,35,0.0,0.0,0.0,2000,2365
default,1,private,60,28,married,no,partime,60,174.0,6000.0,720.0,1650,1930
default,3,rent,36,33,separated,yes,freelance,45,0.0,0.0,0.0,375,870
ok,0,rent,60,30,married,no,fixed,70,100.0,2000.0,0.0,1150,1265
default,3,owner,60,22,single,yes,freelance,35,178.0,9000.0,3000.0,1500,1528
default,4,rent,36,23,married,no,fixed,46,108.0,0.0,0.0,315,315
ok,45,other,48,62,married,no,fixed,45,100.0,0.0,0.0,450,935
ok,0,owner,60,32,married,no,freelance,60,0.0,5500.0,700.0,1300,1375
ok,5,owner,36,27,married,no,freelance,45,0.0,0.0,0.0,1000,1622
ok,0,owner,60,39,married,yes,fixed,45,150.0,23000.0,5000.0,1050,1625
ok,0,owner,60,34,married,yes,partime,35,165.0,8000.0,2000.0,1450,1800
ok,12,owner,60,35,married,yes,fixed,35,108.0,18500.0,1300.0,1550,1584
ok,2,owner,60,40,married,no,freelance,75,67.0,25000.0,0.0,1800,2287
default,2,private,60,37,married,yes,fixed,60,120.0,3000.0,1380.0,1000,1582
ok,15,owner,48,55,married,no,freelance,45,88.0,15000.0,0.0,650,1243
ok,30,owner,48,56,married,yes,fixed,45,75.0,6000.0,0.0,1300,1423
ok,1,rent,36,36,separated,no,fixed,65,200.0,0.0,0.0,900,1200
ok,42,owner,60,60,married,no,fixed,45,232.0,5000.0,0.0,1130,1275
ok,10,private,48,28,single,no,fixed,35,129.0,3500.0,933.0,1000,1529
ok,1,owner,18,40,married,no,freelance,45,0.0,5000.0,0.0,300,1272
ok,5,owner,48,21,married,no,fixed,45,100.0,3000.0,0.0,800,1310
ok,6,owner,60,36,separated,no,freelance,45,85.0,5000.0,0.0,1000,1341
ok,6,rent,60,40,married,no,fixed,54,92.0,0.0,0.0,1000,1155
ok,15,parents,60,42,married,no,freelance,60,0.0,0.0,0.0,1100,1100
ok,6,rent,36,45,married,no,freelance,90,0.0,0.0,0.0,600,1114
ok,4,rent,48,32,married,no,fixed,56,110.0,0.0,0.0,800,1626
ok,31,rent,60,59,married,no,fixed,53,80.0,0.0,0.0,1050,1182
ok,14,owner,18,48,married,no,fixed,35,143.0,4000.0,0.0,250,300
ok,6,owner,12,66,widow,no,others,35,105.0,5000.0,0.0,550,1450
ok,15,other,60,32,married,no,fixed,45,88.0,0.0,0.0,500,1131
ok,6,private,60,34,married,no,fixed,45,124.0,1500.0,100.0,1100,1392
ok,10,owner,60,38,married,no,fixed,45,184.0,6000.0,1000.0,1125,1325
ok,11,owner,60,34,married,no,fixed,35,100.0,3500.0,0.0,950,1241
ok,10,owner,6,35,married,yes,freelance,75,50.0,6000.0,1500.0,500,983
ok,20,parents,60,42,single,no,fixed,35,80.0,0.0,0.0,800,1520
ok,10,owner,36,43,married,no,freelance,75,292.0,8000.0,0.0,1800,2240
ok,5,rent,48,25,married,no,fixed,55,100.0,0.0,0.0,549,549
ok,12,private,36,51,married,no,fixed,45,130.0,4000.0,0.0,1200,1400
default,2,other,60,32,married,no,partime,45,150.0,0.0,0.0,1450,1850
ok,9,owner,48,47,married,no,freelance,35,183.0,45000.0,1700.0,3000,3690
ok,0,other,60,21,single,no,partime,35,0.0,4000.0,0.0,1250,1300
ok,9,owner,12,26,single,no,fixed,35,91.0,4000.0,0.0,1000,1776
ok,16,other,30,44,married,no,freelance,35,107.0,8000.0,0.0,1300,1634
default,2,parents,48,27,separated,no,partime,35,125.0,0.0,0.0,870,1480
ok,0,owner,48,66,married,no,others,35,45.0,5500.0,0.0,1250,1267
ok,2,other,60,26,married,no,freelance,35,30.0,0.0,0.0,900,1159
ok,3,owner,36,49,married,no,freelance,45,64.0,4000.0,0.0,400,773
ok,1,owner,48,28,married,no,fixed,45,116.0,4000.0,1857.0,1100,1173
ok,1,private,60,32,married,no,fixed,60,140.0,4000.0,1300.0,1200,1410
ok,0,other,60,30,single,no,partime,35,61.0,0.0,0.0,500,1081
default,2,rent,60,43,married,yes,partime,84,86.0,0.0,0.0,1650,1782
ok,13,owner,60,41,married,no,fixed,75,89.0,2000.0,0.0,1000,1274
ok,14,owner,48,32,married,no,partime,45,165.0,4000.0,112.0,1300,1346
ok,3,owner,60,24,married,no,freelance,60,67.0,9000.0,0.0,1300,2885
ok,14,owner,48,53,married,no,fixed,45,95.0,3000.0,0.0,1060,1060
ok,5,owner,36,65,single,no,others,35,121.0,10000.0,0.0,900,1191
ok,3,rent,30,39,married,no,fixed,58,128.0,0.0,0.0,600,1098
ok,15,owner,60,38,married,no,fixed,60,90.0,6000.0,480.0,1100,1289
ok,6,owner,60,33,married,yes,fixed,45,103.0,10000.0,0.0,1000,1658
default,2,rent,60,32,married,yes,freelance,60,,0.0,0.0,1100,1480
ok,15,owner,60,29,single,no,fixed,35,130.0,5000.0,0.0,830,1000
default,10,owner,60,47,separated,no,fixed,35,229.0,7000.0,0.0,2550,3500
ok,12,owner,36,38,married,no,fixed,35,143.0,5000.0,1100.0,700,2093
default,4,parents,36,26,single,yes,freelance,35,65.0,3500.0,0.0,1300,1475
ok,15,private,60,33,single,no,fixed,35,163.0,5000.0,0.0,1000,2244
ok,14,parents,18,29,married,no,fixed,45,162.0,0.0,0.0,600,2120
ok,2,owner,60,30,married,no,partime,35,154.0,2500.0,500.0,1000,1725
ok,9,owner,60,47,married,no,fixed,60,55.0,9500.0,0.0,600,1164
default,0,parents,60,24,single,no,fixed,35,53.0,0.0,0.0,1200,1497
ok,48,owner,36,62,married,no,freelance,60,0.0,25000.0,0.0,180,350
ok,14,parents,24,28,married,no,fixed,45,192.0,0.0,0.0,1000,1736
ok,3,owner,24,41,married,no,freelance,60,0.0,11000.0,0.0,800,1173
ok,14,owner,36,36,married,yes,fixed,75,115.0,11000.0,3600.0,1250,1550
ok,16,owner,60,33,married,no,fixed,45,90.0,6000.0,0.0,1500,1630
default,29,owner,60,52,married,no,partime,45,175.0,2500.0,0.0,1186,1286
ok,3,owner,60,36,married,yes,freelance,35,60.0,2500.0,0.0,2300,2965
ok,6,owner,48,28,married,no,fixed,45,114.0,3500.0,0.0,650,1255
ok,47,owner,48,61,married,no,fixed,35,110.0,5500.0,30.0,1200,1200
ok,14,owner,60,34,married,no,fixed,45,130.0,4000.0,0.0,1100,1654
default,5,parents,48,23,single,no,partime,35,92.0,0.0,0.0,1200,1200
default,1,owner,36,41,single,yes,freelance,35,,15000.0,0.0,1500,2500
ok,6,other,36,23,single,no,fixed,35,68.0,0.0,0.0,600,1271
ok,4,parents,60,24,married,no,fixed,35,130.0,0.0,0.0,800,897
ok,1,owner,12,61,married,no,others,45,103.0,20000.0,0.0,300,650
ok,8,private,60,45,married,no,freelance,75,200.0,35000.0,0.0,800,1270
ok,6,parents,60,30,separated,no,fixed,45,170.0,0.0,0.0,750,1674
ok,6,parents,60,26,single,yes,fixed,35,270.0,0.0,0.0,1800,1921
ok,15,owner,60,34,married,no,fixed,45,82.0,3500.0,0.0,750,1624
ok,17,rent,24,50,married,no,freelance,68,79.0,1000.0,0.0,1000,3782
default,6,rent,60,45,married,no,fixed,59,139.0,0.0,0.0,1350,1612
ok,18,owner,60,51,married,no,fixed,60,205.0,8000.0,0.0,1100,1350
ok,15,owner,48,29,married,yes,fixed,35,100.0,8500.0,1300.0,500,873
ok,0,owner,24,20,single,no,partime,45,188.0,2000.0,1500.0,300,315
ok,2,owner,48,55,married,no,others,35,135.0,8000.0,0.0,800,800
default,6,rent,48,37,single,no,fixed,55,200.0,0.0,0.0,1450,1650
ok,23,rent,60,43,married,no,fixed,54,92.0,,0.0,1080,1222
ok,3,owner,24,32,married,no,fixed,45,120.0,5000.0,0.0,800,1023
ok,18,owner,60,42,married,no,fixed,45,172.0,3500.0,0.0,1850,2034
ok,0,parents,60,21,single,no,freelance,35,44.0,0.0,0.0,1200,1311
ok,3,rent,60,30,married,no,fixed,77,169.0,0.0,0.0,1500,2037
default,0,private,6,22,single,yes,partime,35,115.0,1000.0,0.0,250,800
ok,15,owner,24,41,married,yes,partime,45,180.0,6000.0,0.0,700,1888
ok,15,owner,48,55,married,no,freelance,35,0.0,14500.0,0.0,2000,2848
default,12,rent,60,30,single,yes,fixed,44,86.0,0.0,0.0,1300,1380
ok,15,rent,48,45,married,no,fixed,88,130.0,3000.0,0.0,1300,1591
ok,2,rent,60,29,married,no,fixed,80,200.0,0.0,0.0,1250,1250
ok,14,owner,36,39,married,no,fixed,60,167.0,5000.0,0.0,1350,1355
ok,4,owner,36,26,married,no,fixed,35,100.0,6500.0,3900.0,500,500
ok,1,private,60,22,single,no,partime,35,73.0,4500.0,4300.0,1000,1485
default,4,rent,60,53,widow,no,others,37,22.0,20000.0,0.0,1300,1498
ok,2,owner,36,37,married,no,fixed,60,83.0,3500.0,0.0,310,1119
default,1,rent,36,28,married,yes,fixed,47,122.0,0.0,0.0,950,1100
ok,15,other,36,39,separated,no,fixed,45,116.0,4000.0,0.0,600,1196
ok,4,owner,60,25,single,no,freelance,35,100.0,25000.0,0.0,2250,2270
default,3,parents,60,27,single,yes,fixed,35,117.0,0.0,0.0,1500,2190
ok,6,owner,60,35,married,no,fixed,60,135.0,4500.0,1000.0,1658,1675
ok,16,parents,48,31,single,yes,fixed,35,72.0,0.0,0.0,850,1228
ok,5,owner,60,41,married,no,fixed,60,266.0,14800.0,0.0,2500,2600
ok,31,owner,60,58,married,no,fixed,60,293.0,8000.0,0.0,1500,1655
ok,38,owner,24,56,married,yes,fixed,75,98.0,7000.0,0.0,300,1308
ok,1,parents,60,26,single,no,fixed,35,57.0,0.0,0.0,1200,1512
ok,17,owner,60,44,married,no,fixed,45,116.0,3000.0,0.0,800,1654
ok,17,rent,60,52,married,no,fixed,65,200.0,0.0,0.0,1400,1407
ok,22,owner,60,54,married,no,fixed,35,104.0,3000.0,0.0,1050,1282
default,11,other,60,48,married,no,fixed,75,225.0,0.0,0.0,1300,1550
ok,5,owner,18,28,married,no,fixed,35,141.0,5500.0,0.0,650,1258
default,1,rent,36,37,married,no,partime,75,145.0,0.0,0.0,1100,1871
default,1,parents,48,36,married,no,partime,60,45.0,0.0,0.0,1200,1401
ok,14,rent,60,38,married,no,fixed,75,146.0,0.0,0.0,1350,1413
ok,0,parents,60,34,married,no,fixed,45,225.0,8000.0,2300.0,800,1850
ok,20,owner,48,60,married,no,freelance,35,142.0,12000.0,0.0,500,1154
ok,7,owner,60,53,married,no,fixed,45,161.0,6000.0,2000.0,1000,1460
ok,2,parents,12,26,single,no,fixed,35,105.0,0.0,0.0,360,1258
ok,5,owner,60,49,married,no,fixed,35,121.0,3000.0,0.0,1200,1642
default,4,rent,60,37,single,yes,fixed,79,436.0,0.0,0.0,1500,1550
ok,0,owner,24,30,married,no,partime,60,76.0,4500.0,0.0,400,450
default,0,parents,12,23,single,no,partime,35,37.0,2500.0,0.0,120,300
ok,15,owner,60,53,married,no,freelance,45,148.0,6000.0,0.0,1000,1330
ok,2,parents,60,24,single,no,freelance,35,214.0,7000.0,2400.0,2000,2570
ok,1,owner,48,35,married,no,freelance,90,174.0,11900.0,0.0,900,1220
ok,0,owner,60,49,married,no,fixed,60,400.0,5000.0,0.0,1200,1283
ok,4,private,60,37,married,no,freelance,75,120.0,10500.0,1500.0,1200,1341
default,11,rent,48,53,married,yes,fixed,81,210.0,0.0,0.0,1260,1538
default,0,rent,36,33,married,yes,partime,76,155.0,0.0,0.0,440,440
ok,2,parents,48,22,single,no,fixed,35,185.0,0.0,0.0,1000,2130
ok,3,rent,36,23,single,no,fixed,59,244.0,3100.0,0.0,700,1199
default,7,rent,60,39,married,no,fixed,103,130.0,0.0,0.0,950,1215
ok,12,owner,60,28,married,no,fixed,45,167.0,3000.0,1750.0,250,1188
ok,15,rent,36,36,married,no,fixed,60,145.0,0.0,0.0,900,1621
ok,0,parents,60,21,single,no,others,35,149.0,3000.0,0.0,1400,1829
default,0,owner,60,33,separated,no,partime,35,78.0,0.0,0.0,1030,1197
ok,8,rent,60,56,married,no,fixed,62,266.0,5000.0,0.0,1000,1149
default,2,parents,24,35,married,no,fixed,45,175.0,0.0,0.0,1000,2393
ok,23,owner,36,41,married,no,fixed,60,169.0,37000.0,180.0,1000,1457
ok,28,owner,36,46,married,no,fixed,75,170.0,6000.0,0.0,750,800
ok,16,owner,36,55,married,no,fixed,35,140.0,6000.0,0.0,1100,2136
ok,7,owner,60,44,married,no,fixed,90,271.0,11000.0,5500.0,800,945
ok,2,parents,48,25,single,no,fixed,35,91.0,0.0,0.0,900,1763
ok,20,rent,60,54,married,no,fixed,43,75.0,0.0,0.0,800,1263
default,0,other,30,21,single,no,partime,35,162.0,0.0,0.0,400,400
ok,10,parents,48,28,single,no,fixed,35,135.0,6000.0,0.0,1500,2164
ok,5,parents,12,32,married,no,freelance,35,147.0,0.0,0.0,300,750
default,2,owner,36,30,single,no,freelance,35,177.0,6500.0,2300.0,1750,2750
ok,7,other,24,30,single,no,fixed,35,102.0,0.0,0.0,400,1541
ok,1,parents,60,21,single,no,fixed,35,200.0,0.0,0.0,900,1088
ok,14,other,60,30,married,no,fixed,45,130.0,0.0,0.0,1500,2414
default,0,ignore,60,26,married,no,partime,45,150.0,5000.0,0.0,1300,1429
ok,3,owner,60,38,married,no,fixed,75,125.0,9000.0,0.0,1250,1415
ok,15,owner,60,32,married,no,fixed,45,108.0,4500.0,0.0,1100,1213
ok,10,rent,30,51,married,no,fixed,60,150.0,0.0,0.0,1300,1378
ok,4,owner,36,38,married,no,freelance,35,142.0,4000.0,0.0,800,970
ok,0,rent,60,30,married,no,fixed,64,188.0,0.0,0.0,1400,1475
ok,0,parents,48,27,single,no,partime,35,140.0,0.0,0.0,700,750
ok,2,owner,36,60,married,no,fixed,35,122.0,3000.0,0.0,825,900
ok,14,owner,48,48,married,no,fixed,45,112.0,6000.0,0.0,800,1037
default,2,parents,60,22,single,yes,fixed,35,110.0,0.0,0.0,1360,1435
ok,3,owner,36,47,married,no,freelance,60,106.0,10000.0,0.0,800,1649
ok,32,owner,48,46,married,no,fixed,45,150.0,8000.0,0.0,1000,1093
default,1,other,48,27,single,yes,partime,35,105.0,0.0,0.0,1300,1533
ok,14,owner,48,41,married,yes,fixed,75,72.0,4000.0,0.0,800,1117
ok,13,owner,48,45,married,no,fixed,45,106.0,4000.0,0.0,400,1615
ok,16,owner,12,56,married,no,freelance,45,65.0,17000.0,0.0,650,1665
default,7,private,60,36,married,yes,fixed,60,300.0,7000.0,0.0,2000,2485
default,14,rent,60,41,married,no,fixed,54,92.0,0.0,0.0,1450,1482
ok,14,private,24,54,married,no,fixed,45,100.0,9000.0,0.0,650,1150
ok,15,owner,60,38,married,no,fixed,45,118.0,4000.0,2600.0,1250,1616
default,11,rent,60,38,married,no,fixed,82,71.0,0.0,0.0,900,977
ok,4,owner,48,35,married,no,freelance,60,0.0,8000.0,0.0,1000,1613
ok,2,parents,60,24,single,no,fixed,35,101.0,0.0,0.0,1600,1600
ok,3,owner,60,30,married,no,fixed,60,164.0,4500.0,0.0,800,975
ok,1,owner,60,30,single,yes,freelance,35,57.0,4000.0,2100.0,1500,1950
ok,20,owner,48,53,married,no,freelance,35,0.0,6000.0,0.0,1157,1200
ok,20,owner,60,46,married,no,fixed,35,140.0,9000.0,0.0,800,1300
ok,22,owner,48,40,married,no,fixed,45,180.0,,0.0,1200,2206
ok,3,parents,18,24,single,no,fixed,35,80.0,0.0,0.0,200,350
default,11,owner,48,36,married,yes,fixed,35,81.0,5000.0,2000.0,570,1177
ok,1,other,24,24,single,no,fixed,35,114.0,0.0,0.0,400,550
ok,9,owner,60,39,married,no,fixed,35,350.0,8000.0,0.0,1250,1304
default,0,other,60,32,single,no,fixed,35,73.0,,0.0,1580,1785
ok,10,owner,60,37,married,yes,freelance,60,107.0,20000.0,600.0,1000,1175
ok,22,owner,60,42,married,yes,fixed,45,120.0,5000.0,0.0,1350,1650
ok,5,rent,48,48,married,yes,fixed,46,110.0,0.0,0.0,600,1100
default,0,owner,60,42,married,yes,partime,35,130.0,7000.0,3000.0,950,950
default,3,rent,48,25,married,yes,freelance,35,0.0,0.0,0.0,1300,1361
ok,8,owner,60,42,single,no,fixed,35,96.0,2500.0,0.0,1500,1520
ok,23,owner,24,47,married,no,fixed,35,114.0,3000.0,0.0,400,765
ok,6,rent,36,24,married,no,fixed,63,175.0,0.0,0.0,650,750
default,5,owner,60,39,single,yes,freelance,75,72.0,,0.0,1000,1042
ok,6,parents,18,27,single,no,freelance,35,140.0,0.0,0.0,600,2724
ok,7,rent,36,49,married,no,fixed,57,115.0,0.0,0.0,675,675
default,1,other,36,23,single,no,partime,35,66.0,0.0,0.0,450,500
ok,5,owner,60,32,married,no,fixed,35,124.0,4000.0,0.0,2000,3400
default,26,private,60,41,separated,yes,fixed,35,201.0,4700.0,3100.0,2400,2700
default,1,parents,60,20,single,no,partime,35,80.0,0.0,0.0,1300,1525
ok,5,private,60,31,married,no,fixed,35,90.0,3000.0,0.0,900,1152
ok,22,owner,48,48,married,no,fixed,60,110.0,3000.0,0.0,1000,1460
ok,20,owner,36,49,married,no,fixed,45,122.0,9000.0,0.0,1100,1794
ok,7,owner,60,35,married,yes,fixed,45,315.0,10000.0,4000.0,2400,2432
ok,1,rent,36,27,single,no,fixed,62,270.0,0.0,0.0,600,825
ok,7,parents,24,40,married,no,fixed,60,200.0,10000.0,0.0,1000,3429
default,5,other,24,25,married,no,fixed,60,0.0,0.0,0.0,500,750
ok,7,private,60,32,married,no,fixed,60,242.0,3500.0,2000.0,1000,2236
ok,16,owner,48,48,married,no,freelance,35,364.0,5000.0,0.0,900,1077
ok,5,owner,24,38,married,no,freelance,60,182.0,5000.0,0.0,1250,2724
ok,3,owner,12,24,single,yes,fixed,35,105.0,6000.0,0.0,500,1138
ok,0,owner,12,36,married,no,freelance,45,0.0,8000.0,0.0,1300,1591
